Area,BHK,Bathroom,Furnishing,Price,Locality,City
811,2,1,Ready to move,2675000,Kelambakkam,Chennai
700,2,2,Ready to move,2675000,Veppampattu,Chennai
808,1,1,Ready to move,2665000,Kelambakkam,Chennai
680,2,2,Ready to move,2650000,Veppampattu,Chennai
700,2,2,Ready to move,2650000,Veppampattu,Chennai
540,2,2,Semi-Furnished,2650000,Uttam Nagar,Delhi
720,2,2,Ready to move,2600000,Veppampattu,Chennai
720,2,2,Ready to move,2600000,Veppampattu,Chennai
720,2,2,Ready to move,2600000,Veppampattu,Chennai
720,2,2,Ready to move,2600000,Veppampattu,Chennai
700,2,2,Ready to move,2600000,Veppampattu,Chennai
700,2,2,Ready to move,2600000,Veppampattu,Chennai
650,2,2,Ready to move,2600000,Veppampattu,Chennai
729,3,4,Furnished,2600000,Budh Vihar,Delhi
500,1,1,Semi-Furnished,2600000,"Dilshad Colony, Dilshad Garden",Delhi
420,2,1,Semi-Furnished,2600000,Laxmi Nagar,Delhi
700,2,2,Semi-Furnished,2600000,Sultanpur Extension,Delhi
540,2,2,Semi-Furnished,2600000,Uttam Nagar West,Delhi
703,2,2,Ready to move,2599000,Veppampattu,Chennai
700,2,2,Ready to move,2590000,Veppampattu,Chennai
650,2,2,Ready to move,2590000,Veppampattu,Chennai
650,2,2,Ready to move,2585000,Veppampattu,Chennai
700,2,2,Ready to move,2580000,Veppampattu,Chennai
782,1,1,Ready to move,2579000,Kelambakkam,Chennai
779,1,1,Ready to move,2569000,Kelambakkam,Chennai
535,1,1,Ready to move,2568000,Pammal,Chennai
586,1,1,Ready to move,2519000,Tiruvottiyur,Chennai
645,2,1,Under Construction,2515000,Chromepet,Chennai
583,1,1,Ready to move,2506000,Tiruvottiyur,Chennai
642,2,1,Under Construction,2503000,Chromepet,Chennai
582,1,1,Ready to move,2502000,Tiruvottiyur,Chennai
500,1,1,Ready to move,2500000,Chromepet,Chennai
605,1,1,Ready to move,2500000,Thaiyur,Chennai
640,1,1,Ready to move,2500000,Thirumazhisai,Chennai
650,2,2,Semi-Furnished,2500000,Chhattarpur,Delhi
765,2,2,Unfurnished,2500000,Chhattarpur,Delhi
405,1,1,Unfurnished,2500000,"Dilshad Colony, Dilshad Garden",Delhi
450,2,1,Unfurnished,2500000,"Lalita Park, Laxmi Nagar",Delhi
450,1,1,Semi-Furnished,2500000,Mahavir Enclave Part 1,Delhi
350,1,1,Unfurnished,2500000,Narela,Delhi
700,2,2,Semi-Furnished,2500000,Shahdara,Delhi
540,2,2,Semi-Furnished,2500000,Uttam Nagar,Delhi
360,1,1,Unfurnished,2500000,"Yamuna Vihar, Shahdara",Delhi
639,2,1,Under Construction,2492000,Chromepet,Chennai
637,2,1,Under Construction,2484000,Chromepet,Chennai
753,1,1,Ready to move,2484000,Kelambakkam,Chennai
650,2,1,Ready to move,2470000,Veppampattu,Chennai
633,2,1,Under Construction,2468000,Chromepet,Chennai
630,2,1,Under Construction,2457000,Chromepet,Chennai
629,2,1,Under Construction,2453000,Chromepet,Chennai
628,2,1,Under Construction,2449000,Chromepet,Chennai
505,1,1,Ready to move,2447000,Chromepet,Chennai
626,2,1,Under Construction,2441000,Chromepet,Chennai
622,2,1,Under Construction,2425000,Chromepet,Chennai
502,1,1,Under Construction,2409000,Pozhichalur,Chennai
616,2,1,Under Construction,2402000,Chromepet,Chennai
600,2,2,Ready to move,2400000,Veppampattu,Chennai
370,1,1,Unfurnished,2400000,"Dilshad Colony, Dilshad Garden",Delhi
350,1,1,Semi-Furnished,2400000,"J R Designers Floors, Rohini Sector",Delhi
700,2,2,Semi-Furnished,2400000,"Khanpur, Madangir",Delhi
700,2,2,Semi-Furnished,2400000,"Khanpur, Madangir",Delhi
675,2,2,Furnished,2400000,Laxmi Nagar,Delhi
700,2,1,Semi-Furnished,2400000,MTNL Employees House Welfare Societ,Delhi
630,1,1,Ready to move,2394000,Veppampattu,Chennai
550,1,1,Ready to move,2365000,Tiruvottiyur,Chennai
450,1,1,Semi-Furnished,2350000,"New Manglapuri, Sultanpur",Delhi
500,1,1,Furnished,2350000,"New Manglapuri, Sultanpur",Delhi
540,1,1,Unfurnished,2350000,Sultanpur Extension,Delhi
546,1,1,Ready to move,2347000,Tiruvottiyur,Chennai
544,1,1,Ready to move,2339000,Tiruvottiyur,Chennai
541,1,1,Ready to move,2326000,Tiruvottiyur,Chennai
540,1,1,Ready to move,2322000,Tiruvottiyur,Chennai
510,1,1,Under Construction,2303000,Siruseri,Chennai
500,1,1,Ready to move,2300000,Nanmangalam,Chennai
594,1,2,Ready to move,2300000,Veppampattu,Chennai
600,2,2,Ready to move,2300000,Veppampattu,Chennai
270,1,1,Semi-Furnished,2300000,"Guru Angad Nagar West, Laxmi Nagar",Delhi
550,2,2,Unfurnished,2300000,Mahavir Enclave,Delhi
500,1,1,Unfurnished,2300000,Malviya Nagar,Delhi
430,1,1,Ready to move,2299000,Pammal,Chennai
609,2,2,Ready to move,2299000,Veppampattu,Chennai
696,1,1,Ready to move,2296000,Kelambakkam,Chennai
600,1,2,Ready to move,2295000,Veppampattu,Chennai
600,2,2,Ready to move,2285000,Veppampattu,Chennai
476,1,1,Under Construction,2284000,Pozhichalur,Chennai
600,1,2,Ready to move,2280000,Veppampattu,Chennai
600,2,2,Ready to move,2280000,Veppampattu,Chennai
600,1,1,Ready to move,2280000,Veppampattu,Chennai
600,1,2,Ready to move,2275000,Veppampattu,Chennai
600,1,2,Ready to move,2250000,Veppampattu,Chennai
630,2,2,Ready to move,2250000,Veppampattu,Chennai
603,1,2,Ready to move,2225000,Veppampattu,Chennai
601,1,2,Under Construction,2200000,Veppampattu,Chennai
600,1,2,Under Construction,2200000,Veppampattu,Chennai
600,1,2,Ready to move,2200000,Veppampattu,Chennai
600,1,2,Ready to move,2200000,Veppampattu,Chennai
450,1,1,Furnished,2200000,"DDA Flats Pocket 6 Sector A10, Nare",Delhi
380,1,1,Unfurnished,2200000,Geeta Colony,Delhi
380,1,1,Semi-Furnished,2200000,"J R Designers Floors, Rohini Sector",Delhi
459,2,2,Semi-Furnished,2200000,Mahavir Enclave Part 3,Delhi
675,2,1,Unfurnished,2200000,Mehrauli,Delhi
425,1,1,Unfurnished,2200000,Narela,Delhi
450,1,1,Unfurnished,2200000,"Panchsheel Vihar, Sheikh Sarai",Delhi
600,1,2,Ready to move,2199000,Veppampattu,Chennai
600,1,2,Under Construction,2190000,Veppampattu,Chennai
495,2,2,Semi-Furnished,2150000,Uttam Nagar West,Delhi
450,1,1,Semi-Furnished,2100000,Mahavir Enclave Part 1,Delhi
500,1,2,Semi-Furnished,2100000,Mehrauli,Delhi
550,1,1,Ready to move,2090000,Veppampattu,Chennai
633,1,1,Ready to move,2088000,Kelambakkam,Chennai
150,2,1,Semi-Furnished,2000000,"Arjun Nagar, Safdarjung Enclave",Delhi
450,1,1,Furnished,2000000,Budh Vihar,Delhi
400,1,1,Furnished,2000000,Budh Vihar,Delhi
500,2,1,Semi-Furnished,2000000,Budh Vihar Phase 1,Delhi
444,2,2,Unfurnished,2000000,Budh Vihar Phase 1,Delhi
390,1,1,Unfurnished,2000000,"DDA Lig Flats, Narela",Delhi
210,1,1,Semi-Furnished,2000000,"DDA Lig Flats, Narela",Delhi
350,1,1,Semi-Furnished,2000000,"J R Designers Floors, Rohini Sector",Delhi
445,2,1,Unfurnished,2000000,"Ram Nagar Extension, Shahdara",Delhi
450,1,1,Unfurnished,2000000,Sultanpur,Delhi
360,1,1,Semi-Furnished,2000000,Uttam Nagar,Delhi
550,2,1,Semi-Furnished,2000000,Uttam Nagar West,Delhi
540,1,2,Ready to move,1959000,Veppampattu,Chennai
50,2,1,Semi-Furnished,1950000,"Shastri Park, Shahdara",Delhi
520,1,2,Ready to move,1949000,Veppampattu,Chennai
510,1,1,Ready to move,1938000,Veppampattu,Chennai
300,1,1,Semi-Furnished,1900000,"J R Designers Floors, Rohini Sector",Delhi
585,2,2,Unfurnished,1900000,Narela,Delhi
495.1394,1,1,Furnished,1900000,Shahdara,Delhi
850,2,1,Semi-Furnished,1900000,"Siddhartha Heights, Dwarka Sector 2",Delhi
850,2,1,Semi-Furnished,1900000,"Siddhartha Heights, Dwarka Sector 2",Delhi
850,2,1,Semi-Furnished,1900000,"Siddhartha Heights, Dwarka Sector 2",Delhi
550,2,2,Semi-Furnished,1900000,Uttam Nagar West,Delhi
611,1,2,Ready to move,1899000,Veppampattu,Chennai
430,1,1,Unfurnished,1850000,Mahavir Enclave,Delhi
450,2,1,Semi-Furnished,1850000,Uttam Nagar West,Delhi
520,1,2,Ready to move,1849000,Veppampattu,Chennai
600,1,2,Ready to move,1825000,Veppampattu,Chennai
353,1,1,Under Construction,1800000,Thirumazhisai,Chennai
599,1,2,Ready to move,1800000,Veppampattu,Chennai
350,1,1,Semi-Furnished,1800000,"DDA Lig Flats, Narela",Delhi
405,1,1,Furnished,1800000,Mehrauli,Delhi
601,1,2,Ready to move,1790000,Veppampattu,Chennai
600,1,1,Ready to move,1784000,Veppampattu,Chennai
495,2,2,Unfurnished,1750000,Narela,Delhi
450,1,1,Semi-Furnished,1700000,"Batla House, Okhla",Delhi
387,1,2,Unfurnished,1700000,"Guru Angad Nagar West, Laxmi Nagar",Delhi
450,2,1,Semi-Furnished,1700000,Mahavir Enclave Part 3,Delhi
450,1,1,Unfurnished,1700000,Mehrauli,Delhi
540,1,1,Unfurnished,1700000,Mehrauli,Delhi
450,1,1,Furnished,1700000,Mehrauli,Delhi
270,1,1,Unfurnished,1700000,Patel Nagar West,Delhi
360,1,1,Semi-Furnished,1700000,Uttam Nagar,Delhi
550,1,2,Ready to move,1650000,Veppampattu,Chennai
500,2,2,Semi-Furnished,1650000,Budh Vihar Phase 1,Delhi
445,1,2,Semi-Furnished,1650000,Sultanpur Extension,Delhi
480,1,1,Ready to move,1600000,Guduvancheri,Chennai
319,1,1,Under Construction,1600000,Thirumazhisai,Chennai
500,1,1,Ready to move,1600000,Veppampattu,Chennai
66,3,1,Unfurnished,1600000,"Baljit Nagar, Patel Nagar",Delhi
550,2,1,Semi-Furnished,1600000,"Batla House, Okhla",Delhi
580,1,1,Semi-Furnished,1600000,Chhattarpur Enclave Phase2,Delhi
350,1,1,Unfurnished,1600000,"DDA Lig Flats, Narela",Delhi
405,1,1,Semi-Furnished,1600000,Mehrauli,Delhi
300,1,1,Under Construction,1536000,Thirumazhisai,Chennai
338,1,1,Under Construction,1504000,Siruseri,Chennai
405,1,1,Unfurnished,1500000,"Andheria Mor, Mehrauli",Delhi
900,2,2,Furnished,1500000,"Baljit Nagar, Patel Nagar",Delhi
50,1,1,Unfurnished,1500000,"Indra Park Palam, Manglapuri",Delhi
360,1,1,Semi-Furnished,1500000,"Indra Park Palam, Manglapuri",Delhi
405,1,1,Semi-Furnished,1500000,Mehrauli,Delhi
350,1,1,Unfurnished,1490000,Narela,Delhi
270,2,1,Semi-Furnished,1400000,Budh Vihar Phase 1,Delhi
405,1,1,Unfurnished,1200000,Mehrauli,Delhi
2077.4327,1,1,Unfurnished,1000000,"DDA Flats Pocket 3, Narela",Delhi
4900,1,1,Unfurnished,1000000,"DDA Lig Flats, Narela",Delhi
