Area,BHK,Bathroom,Furnishing,Price,Locality,City
1564,2,3,Ready to move,9500000,Karapakkam,Chennai
1900,3,3,Ready to move,9500000,Perumbakkam,Chennai
1700,3,3,Ready to move,9500000,Rajakilpakkam,Chennai
1783,3,3,Ready to move,9500000,Sembakkam,Chennai
1800,3,3,Ready to move,9500000,tambaram west,Chennai
1350,4,3,Unfurnished,9500000,"Hans Apartments, Vishwas Nagar, Sha",Delhi
900,3,2,Semi-Furnished,9500000,Patel Nagar West,Delhi
1100,2,2,Semi-Furnished,9500000,"Samrat Apartment, Vasundhara Enclav",Delhi
1171,2,1,Under Construction,9327000,East Tambaram,Chennai
1076.39,3,2,Unfurnished,9300000,"Dilshad Colony, Dilshad Garden",Delhi
1425,3,3,Semi-Furnished,9300000,"Naveen Shahdara, Shahdara",Delhi
1550,3,2,Ready to move,9298000,Kolapakkam,Chennai
1287,3,2,Under Construction,9265000,Porur,Chennai
1287,3,2,Under Construction,9265000,Porur,Chennai
1000,3,2,Furnished,9200000,"DDA Flats Block A, Dilshad Garden",Delhi
1300,3,3,Furnished,9200000,Vasundhara Enclave,Delhi
1409,3,2,Ready to move,9158000,Kolathur,Chennai
1900,3,3,Ready to move,9120000,Madambakkam,Chennai
1520,2,1,Ready to move,9118000,Kolapakkam,Chennai
1520,2,1,Ready to move,9118000,Kolapakkam,Chennai
1508,3,2,Ready to move,9046000,Kolapakkam,Chennai
800,3,2,Semi-Furnished,9030000,Dilshad Garden,Delhi
1962,3,3,Under Construction,9029000,Perumbakkam,Chennai
1387,3,2,Under Construction,9014000,Koyambedu,Chennai
1700,3,3,Under Construction,9000000,Pammal,Chennai
1700,3,3,Under Construction,9000000,Pammal,Chennai
1624,3,3,Ready to move,9000000,Sembakkam,Chennai
1700,3,3,Ready to move,9000000,tambaram west,Chennai
1050,3,2,Semi-Furnished,9000000,"Hans Apartments, Vishwas Nagar, Sha",Delhi
810,3,2,Semi-Furnished,9000000,Laxmi Nagar,Delhi
700,2,2,Semi-Furnished,9000000,Malviya Nagar,Delhi
900,2,2,Unfurnished,9000000,"Mangal Apartment, Vasundhara Enclav",Delhi
900,3,2,Semi-Furnished,9000000,"New Manglapuri, Sultanpur",Delhi
1050,2,2,Semi-Furnished,9000000,Vasundhara Enclave,Delhi
720,4,2,Furnished,9000000,"Yamuna Vihar, Shahdara",Delhi
1373,3,2,Under Construction,8923000,Koyambedu,Chennai
900,1,1,Semi-Furnished,8900000,Lajpat Nagar 3,Delhi
1637,3,2,Ready to move,8839000,Poonamallee,Chennai
1484,3,2,Ready to move,8829000,Vengaivasal,Chennai
1634,3,3,Ready to move,8823000,Poonamallee,Chennai
1595,3,2,Under Construction,8772000,Medavakkam,Chennai
1590,3,2,Under Construction,8745000,Medavakkam,Chennai
1469,3,2,Ready to move,8740000,Vengaivasal,Chennai
1588,3,2,Under Construction,8734000,Mugalivakkam,Chennai
1106,3,2,Under Construction,8727000,East Tambaram,Chennai
324,6,3,Furnished,8700000,"Yamuna Vihar, Shahdara",Delhi
1010,2,2,Ready to move,8600000,Velachery,Chennai
1000,3,3,Semi-Furnished,8600000,"Govindpuri Extension, Kalkaji",Delhi
1470,3,2,Under Construction,8599000,Mogappair,Chennai
1427,3,3,Ready to move,8562000,Medavakkam,Chennai
1554,3,3,Under Construction,8545000,Vanagaram,Chennai
1270,3,2,Ready to move,8525000,Gowrivakkam,Chennai
1363,2,1,Under Construction,8517000,Mogappair,Chennai
1115,2,1,Under Construction,8505000,East Tambaram,Chennai
1337,3,3,Ready to move,8500000,Gowrivakkam,Chennai
1683,3,3,Ready to move,8500000,Madambakkam,Chennai
1300,2,2,Ready to move,8500000,Pallavaram,Chennai
1800,3,3,Ready to move,8500000,Perumbakkam,Chennai
1071,2,2,Ready to move,8500000,Porur,Chennai
1071,2,2,Ready to move,8500000,Porur,Chennai
1621,3,3,Ready to move,8500000,tambaram west,Chennai
1800,4,4,Semi-Furnished,8500000,Chhattarpur Enclave Phase2,Delhi
810,2,2,Semi-Furnished,8500000,Krishna Nagar-Safdarjung Enclave,Delhi
850,2,2,Unfurnished,8500000,Malviya Nagar,Delhi
1350,3,3,Unfurnished,8500000,Mehrauli,Delhi
1350,3,3,Unfurnished,8500000,Mehrauli,Delhi
1250,3,3,Unfurnished,8500000,Mehrauli,Delhi
1350,3,3,Unfurnished,8500000,Mehrauli,Delhi
1100,3,2,Unfurnished,8500000,Mehrauli,Delhi
1700,3,3,Semi-Furnished,8500000,"New Manglapuri, Sultanpur",Delhi
900,2,3,Semi-Furnished,8500000,Paschim Vihar,Delhi
1350,3,3,Semi-Furnished,8500000,Sultanpur,Delhi
996,2,1,Ready to move,8466000,Velachery,Chennai
1296,2,1,Under Construction,8424000,Madipakkam,Chennai
1500,3,3,Semi-Furnished,8400000,"Andheria Mor, Mehrauli",Delhi
1342,2,1,Under Construction,8386000,Mogappair,Chennai
1285,2,1,Under Construction,8351000,Koyambedu,Chennai
1222,2,1,Under Construction,8309000,East Tambaram,Chennai
890,2,2,Semi-Furnished,8300000,Lajpat Nagar 1,Delhi
1269,2,1,Under Construction,8248000,Madipakkam,Chennai
1265,3,2,Ready to move,8222000,Kolathur,Chennai
1075,2,1,Under Construction,8221000,East Tambaram,Chennai
1450,2,2,Ready to move,8200000,Chromepet,Chennai
1674,3,2,Under Construction,8200000,Madhavaram,Chennai
1674,3,2,Under Construction,8200000,Madhavaram,Chennai
1674,3,2,Under Construction,8200000,Madhavaram,Chennai
1668,3,2,Under Construction,8171000,Madhavaram,Chennai
1668,3,2,Under Construction,8171000,Madhavaram,Chennai
1668,3,2,Under Construction,8171000,Madhavaram,Chennai
942,2,1,Under Construction,8170000,Velachery,Chennai
1255,2,1,Under Construction,8157000,Madipakkam,Chennai
1371,3,2,Ready to move,8157000,Vengaivasal,Chennai
1404,3,3,Ready to move,8143000,Chromepet,Chennai
1122,2,2,Under Construction,8140000,Pallavaram,Chennai
1122,2,2,Under Construction,8140000,Pallavaram,Chennai
1122,2,2,Under Construction,8140000,Pallavaram,Chennai
937,2,1,Under Construction,8130000,Velachery,Chennai
1400,3,3,Ready to move,8120000,Sembakkam,Chennai
1400,3,3,Ready to move,8120000,Sembakkam,Chennai
1248,2,1,Under Construction,8105000,Porur,Chennai
1125,2,2,Unfurnished,8100000,Malviya Nagar,Delhi
950,2,2,Unfurnished,8100000,Vasundhara Enclave,Delhi
1469,2,1,Ready to move,8079000,Sholinganallur,Chennai
1242,2,1,Under Construction,8073000,Madipakkam,Chennai
1582,3,2,Ready to move,8068000,Kundrathur,Chennai
1467,3,2,Under Construction,8068000,Medavakkam,Chennai
1576,3,2,Ready to move,8037000,Kundrathur,Chennai
1208,2,1,Ready to move,8032000,Madipakkam,Chennai
1338,2,1,Ready to move,8026000,Kolapakkam,Chennai
1338,2,1,Ready to move,8026000,Kolapakkam,Chennai
1338,2,1,Ready to move,8026000,Kolapakkam,Chennai
1338,2,1,Ready to move,8026000,Kolapakkam,Chennai
1458,2,1,Ready to move,8019000,Sholinganallur,Chennai
1045,2,1,Under Construction,8009000,East Tambaram,Chennai
1527,3,2,Ready to move,8000000,Ambattur,Chennai
1561,3,3,Ready to move,8000000,Madambakkam,Chennai
1237,2,2,Under Construction,8000000,Sholinganallur,Chennai
950,3,2,Semi-Furnished,8000000,"Govindpuri Extension, Kalkaji",Delhi
900,3,2,Unfurnished,8000000,"New Moti Nagar, Kirti Nagar",Delhi
800,3,2,Unfurnished,8000000,Patel Nagar West,Delhi
950,2,2,Semi-Furnished,8000000,Patel Nagar West,Delhi
807.2925,2,1,Semi-Furnished,8000000,"Punjabi Bagh Extension, Punjabi Bag",Delhi
1700,3,3,Unfurnished,8000000,"Savitri Nagar Village, Sheikh Sarai",Delhi
600,3,2,Semi-Furnished,8000000,"Savitri Nagar Village, Sheikh Sarai",Delhi
600,1,1,Semi-Furnished,8000000,Vasant Kunj,Delhi
900,2,2,Semi-Furnished,8000000,Vasundhara Enclave,Delhi
713,3,1,Unfurnished,8000000,"Yamuna Vihar, Shahdara",Delhi
1400,3,3,Under Construction,7980000,Vanagaram,Chennai
1000,2,1,Under Construction,7972000,East Tambaram,Chennai
1226,3,2,Ready to move,7971000,Selaiyur,Chennai
1226,3,2,Ready to move,7971000,Selaiyur,Chennai
1226,3,2,Ready to move,7971000,Selaiyur,Chennai
1226,3,2,Ready to move,7971000,Selaiyur,Chennai
1172,2,1,Under Construction,7969000,East Tambaram,Chennai
1562,3,2,Ready to move,7966000,Kundrathur,Chennai
1473,3,2,Ready to move,7954000,Poonamallee,Chennai
1473,3,2,Ready to move,7954000,Poonamallee,Chennai
1223,2,1,Under Construction,7949000,Madipakkam,Chennai
1223,2,1,Under Construction,7943000,Porur,Chennai
1220,2,1,Under Construction,7930000,Madipakkam,Chennai
1317,3,3,Ready to move,7902000,Medavakkam,Chennai
1440,3,3,Under Construction,7900000,Ambattur,Chennai
1547,3,2,Ready to move,7889000,Kundrathur,Chennai
1213,2,1,Under Construction,7884000,Madipakkam,Chennai
1212,2,1,Under Construction,7871000,Porur,Chennai
1400,3,3,Ready to move,7840000,Rajakilpakkam,Chennai
1631,3,3,Ready to move,7828000,Madambakkam,Chennai
1085,3,3,Under Construction,7810000,Porur,Chennai
1085,3,3,Under Construction,7810000,Porur,Chennai
1300,3,3,Ready to move,7800000,Chromepet,Chennai
1300,3,3,Ready to move,7800000,Medavakkam,Chennai
1300,3,3,Ready to move,7800000,Medavakkam,Chennai
1130,2,2,Unfurnished,7800000,Lajpat Nagar 4,Delhi
1096,2,1,Under Construction,7781000,East Tambaram,Chennai
1194,2,1,Under Construction,7761000,Madipakkam,Chennai
1468,2,1,Under Construction,7754000,Sholinganallur,Chennai
1491,3,3,Under Construction,7751000,Vanagaram,Chennai
1645,3,2,Ready to move,7735000,Semmancheri,Chennai
1402,2,1,Ready to move,7711000,Sholinganallur,Chennai
1328,3,2,Under Construction,7702000,Pammal,Chennai
1328,3,2,Under Construction,7702000,Pammal,Chennai
1483,3,3,Ready to move,7700000,Madambakkam,Chennai
1560,2,2,Ready to move,7700000,Navallur,Chennai
1400,3,3,Ready to move,7700000,Perungalathur,Chennai
1400,3,3,Ready to move,7700000,Perungalathur,Chennai
870,3,2,Semi-Furnished,7700000,Rohini Sector 25,Delhi
1000,2,1,Under Construction,7690000,East Tambaram,Chennai
1569,3,2,Under Construction,7686000,Madhavaram,Chennai
1569,3,2,Under Construction,7686000,Madhavaram,Chennai
1569,3,2,Under Construction,7686000,Madhavaram,Chennai
1569,3,2,Under Construction,7686000,Madhavaram,Chennai
1182,2,1,Under Construction,7681000,Koyambedu,Chennai
1420,3,3,Ready to move,7668000,Poonamallee,Chennai
1418,3,2,Ready to move,7657000,Poonamallee,Chennai
1418,3,2,Ready to move,7657000,Poonamallee,Chennai
1561,3,2,Under Construction,7647000,Madhavaram,Chennai
1561,3,2,Under Construction,7647000,Madhavaram,Chennai
1561,3,2,Under Construction,7647000,Madhavaram,Chennai
1561,3,2,Under Construction,7647000,Madhavaram,Chennai
1480,3,2,Under Construction,7620000,Gerugambakkam,Chennai
1085,3,3,Under Construction,7600000,Porur,Chennai
1028,2,2,Ready to move,7600000,Velachery,Chennai
950,3,2,Semi-Furnished,7600000,Rohini Sector 23,Delhi
1542,3,2,Under Construction,7554000,Madhavaram,Chennai
1542,3,2,Under Construction,7554000,Madhavaram,Chennai
1280,3,2,Under Construction,7550000,Medavakkam,Chennai
1254,3,3,Ready to move,7524000,Medavakkam,Chennai
1365,2,1,Ready to move,7507000,Sholinganallur,Chennai
972,2,1,Under Construction,7504000,East Tambaram,Chennai
1791,3,3,Ready to move,7500000,Kelambakkam,Chennai
800,2,2,Semi-Furnished,7500000,"Dilshad Colony, Dilshad Garden",Delhi
1000,2,2,Unfurnished,7500000,Laxmi Nagar,Delhi
1000,2,2,Unfurnished,7500000,Laxmi Nagar,Delhi
1100,3,2,Semi-Furnished,7500000,Mahavir Enclave Part 1,Delhi
820,2,3,Unfurnished,7500000,Paschim Vihar,Delhi
800,2,2,Semi-Furnished,7500000,"Punjabi Bagh Enclave, Punjabi Bagh ",Delhi
1000,2,2,Semi-Furnished,7500000,"Satyam Apartment, Vasundhara Enclav",Delhi
810,3,2,Semi-Furnished,7500000,Sheikh Sarai Phase 2,Delhi
780,2,2,Semi-Furnished,7500000,Vasundhara Enclave,Delhi
1291,3,3,Ready to move,7487000,Sembakkam,Chennai
1356,2,1,Ready to move,7458000,Sholinganallur,Chennai
1522,3,2,Under Construction,7456000,Madhavaram,Chennai
1522,3,2,Under Construction,7456000,Madhavaram,Chennai
1522,3,2,Under Construction,7456000,Madhavaram,Chennai
1330,3,2,Under Construction,7448000,Pammal,Chennai
1330,3,2,Under Construction,7448000,Pammal,Chennai
1655,3,3,Ready to move,7447000,Siruseri,Chennai
965,2,1,Under Construction,7442000,East Tambaram,Chennai
1114,2,2,Ready to move,7425000,Madipakkam,Chennai
1454,3,2,Ready to move,7415000,Kundrathur,Chennai
1300,3,3,Ready to move,7400000,Madambakkam,Chennai
650,1,2,Semi-Furnished,7400000,"DDA Flats Sector E Pocket 1, Vasant",Delhi
900,2,2,Furnished,7400000,Patel Nagar West,Delhi
1027,2,1,Under Construction,7393000,Porur,Chennai
1027,2,1,Under Construction,7393000,Porur,Chennai
1085,2,1,Under Construction,7382000,Pallavaram,Chennai
1085,2,1,Under Construction,7382000,Pallavaram,Chennai
1085,2,1,Under Construction,7382000,Pallavaram,Chennai
1085,2,1,Under Construction,7382000,Pallavaram,Chennai
1085,2,1,Under Construction,7382000,Pallavaram,Chennai
1269,3,3,Ready to move,7360000,Selaiyur,Chennai
1131,2,1,Under Construction,7350000,Koyambedu,Chennai
1035,2,1,Under Construction,7348000,East Tambaram,Chennai
1130,2,1,Under Construction,7343000,Koyambedu,Chennai
1249,3,3,Ready to move,7337000,Sembakkam,Chennai
1127,2,1,Under Construction,7324000,Koyambedu,Chennai
1737,3,3,Ready to move,7300000,Kelambakkam,Chennai
1400,3,3,Under Construction,7300000,Kovur,Chennai
980,3,2,Semi-Furnished,7300000,"J R Designers Floors, Rohini Sector",Delhi
850,3,2,Semi-Furnished,7300000,Rohini Sector 23,Delhi
1258,3,3,Ready to move,7296000,Chromepet,Chennai
1301,3,2,Under Construction,7285000,Pammal,Chennai
1301,3,2,Under Construction,7285000,Pammal,Chennai
1300,3,3,Ready to move,7280000,Rajakilpakkam,Chennai
1322,3,3,Ready to move,7271000,Medavakkam,Chennai
1089,2,1,Ready to move,7263000,Madipakkam,Chennai
1020,2,1,Under Construction,7242000,East Tambaram,Chennai
1310,3,2,Under Construction,7205000,Medavakkam,Chennai
1470,3,2,Under Construction,7201000,Madhavaram,Chennai
1470,3,2,Under Construction,7201000,Madhavaram,Chennai
1100,3,3,Under Construction,7200000,Kolathur,Chennai
1300,3,3,Ready to move,7200000,Pammal,Chennai
1218,3,3,Under Construction,7200000,Sembakkam,Chennai
1170,3,3,Unfurnished,7200000,"Andheria Mor, Mehrauli",Delhi
990,4,3,Unfurnished,7200000,Mahavir Enclave Part 1,Delhi
1100,2,2,Unfurnished,7200000,Vasundhara Enclave,Delhi
893,2,1,Under Construction,7168000,East Tambaram,Chennai
1069,2,2,Under Construction,7151000,Mogappair,Chennai
1488,3,3,Ready to move,7142000,Madambakkam,Chennai
1004,2,1,Under Construction,7128000,East Tambaram,Chennai
1021,2,1,Under Construction,7108000,Pallavaram,Chennai
1021,2,1,Under Construction,7108000,Pallavaram,Chennai
1021,2,1,Under Construction,7108000,Pallavaram,Chennai
1579,3,3,Ready to move,7105000,Navallur,Chennai
1578,3,2,Ready to move,7101000,Navallur,Chennai
1100,3,3,Under Construction,7100000,Kolathur,Chennai
1093,2,1,Under Construction,7099000,Porur,Chennai
1391,3,2,Ready to move,7094000,Kundrathur,Chennai
950,3,2,Semi-Furnished,7090000,Chhattarpur,Delhi
1390,3,2,Ready to move,7089000,Kundrathur,Chennai
1088,2,1,Under Construction,7070000,Koyambedu,Chennai
1285,2,1,Ready to move,7067000,Sholinganallur,Chennai
1359,3,2,Under Construction,7065000,Vanagaram,Chennai
1400,3,3,Ready to move,7060000,Perumbakkam,Chennai
1567,3,2,Ready to move,7051000,Navallur,Chennai
876,2,1,Under Construction,7044000,East Tambaram,Chennai
1329,2,2,Under Construction,7020000,Sholinganallur,Chennai
950,3,2,Semi-Furnished,7020000,Chhattarpur,Delhi
1197,2,2,Under Construction,7002000,Mogappair,Chennai
1024,2,2,Ready to move,7000000,Karapakkam,Chennai
1148,2,2,Ready to move,7000000,Kolapakkam,Chennai
1499,3,3,Ready to move,7000000,Mogappair,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1027,2,2,Ready to move,7000000,Vadanemmeli,Chennai
1260,3,2,Semi-Furnished,7000000,"Abul Fazal Enclave Part 1, Okhla",Delhi
1500,3,3,Semi-Furnished,7000000,Chhattarpur,Delhi
500,2,1,Semi-Furnished,7000000,Chhattarpur Enclave Phase2,Delhi
720,2,1,Semi-Furnished,7000000,"Dev Nagar, Karol Bagh",Delhi
1080,3,1,Unfurnished,7000000,Dilshad Garden,Delhi
1450,2,2,Unfurnished,7000000,Dilshad Garden,Delhi
900,3,3,Semi-Furnished,7000000,"Govindpuri Extension, Kalkaji",Delhi
850,3,2,Semi-Furnished,7000000,"J R Designers Floors, Rohini Sector",Delhi
900,3,2,Semi-Furnished,7000000,Laxmi Nagar,Delhi
600,2,2,Unfurnished,7000000,Laxmi Nagar,Delhi
1000,3,2,Semi-Furnished,7000000,"Manglapuri, Sultanpur",Delhi
1053,3,2,Furnished,7000000,"Naveen Shahdara, Shahdara",Delhi
585,2,2,Unfurnished,7000000,"Paschimpuri, Paschim Vihar",Delhi
200,1,1,Semi-Furnished,7000000,"Patel Nagar East, Patel Nagar",Delhi
1100,3,3,Furnished,7000000,Rohini Sector 20,Delhi
800,3,2,Semi-Furnished,7000000,Rohini Sector 25,Delhi
600,1,1,Unfurnished,7000000,Sheikh Sarai Phase 2,Delhi
1470,3,3,Ready to move,6992000,Chromepet,Chennai
971,2,1,Under Construction,6990000,Porur,Chennai
971,2,1,Under Construction,6990000,Porur,Chennai
950,3,2,Semi-Furnished,6990000,Chhattarpur,Delhi
1422,3,2,Under Construction,6966000,Madhavaram,Chennai
1422,3,2,Under Construction,6966000,Madhavaram,Chennai
1422,3,2,Under Construction,6966000,Madhavaram,Chennai
1422,3,2,Under Construction,6966000,Madhavaram,Chennai
1200,3,3,Ready to move,6960000,Perungalathur,Chennai
966,2,1,Under Construction,6954000,Porur,Chennai
966,2,1,Under Construction,6954000,Porur,Chennai
1264,2,1,Ready to move,6952000,Sholinganallur,Chennai
1069,2,1,Ready to move,6948000,Kolathur,Chennai
965,2,1,Under Construction,6947000,Porur,Chennai
965,2,1,Under Construction,6947000,Porur,Chennai
1261,3,3,Ready to move,6935000,Medavakkam,Chennai
1261,3,3,Ready to move,6935000,Medavakkam,Chennai
1179,3,3,Ready to move,6926000,Sembakkam,Chennai
890,2,1,Under Construction,6910000,East Tambaram,Chennai
1191,3,3,Ready to move,6907000,Selaiyur,Chennai
1200,2,2,Ready to move,6900000,Madambakkam,Chennai
900,2,2,Furnished,6900000,"Dilshad Colony, Dilshad Garden",Delhi
1148,3,3,Ready to move,6888000,Medavakkam,Chennai
1252,2,1,Ready to move,6886000,Sholinganallur,Chennai
1447,3,2,Ready to move,6875000,Tiruvottiyur,Chennai
1351,2,2,Under Construction,6864000,Sholinganallur,Chennai
1143,3,3,Ready to move,6858000,Chromepet,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1080,2,3,Ready to move,6850000,Kolathur,Chennai
1441,3,2,Ready to move,6847000,Tiruvottiyur,Chennai
1439,3,2,Ready to move,6838000,Tiruvottiyur,Chennai
1051,2,1,Ready to move,6831000,Kolathur,Chennai
1024,2,2,Ready to move,6800000,Karapakkam,Chennai
1024,2,2,Ready to move,6800000,Karapakkam,Chennai
530,4,1,Semi-Furnished,6800000,"Dev Nagar, Karol Bagh",Delhi
900,3,3,Semi-Furnished,6800000,"Govindpuri Extension, Kalkaji",Delhi
1070,3,2,Furnished,6800000,Kalkaji Extention,Delhi
1200,4,3,Semi-Furnished,6800000,"SB Residency, Dwarka Mor",Delhi
1305,3,2,Under Construction,6787000,Gerugambakkam,Chennai
1426,3,2,Ready to move,6777000,Tiruvottiyur,Chennai
1423,3,2,Ready to move,6763000,Tiruvottiyur,Chennai
1166,3,2,Under Construction,6762000,Pammal,Chennai
1166,3,2,Under Construction,6762000,Pammal,Chennai
1030,2,1,Ready to move,6732000,Selaiyur,Chennai
1030,2,1,Ready to move,6732000,Selaiyur,Chennai
1030,2,1,Ready to move,6732000,Selaiyur,Chennai
1030,2,1,Ready to move,6732000,Selaiyur,Chennai
1399,3,3,Ready to move,6715000,Madambakkam,Chennai
1033,2,1,Under Construction,6713000,Koyambedu,Chennai
1220,3,2,Under Construction,6710000,Pammal,Chennai
1195,3,2,Ready to move,6700000,Ambattur,Chennai
1000,2,2,Semi-Furnished,6700000,"Dilshad Colony, Dilshad Garden",Delhi
900,2,2,Semi-Furnished,6700000,"New Moti Nagar, Kirti Nagar",Delhi
1155,3,2,Under Construction,6699000,Pammal,Chennai
1155,3,2,Under Construction,6699000,Pammal,Chennai
1155,3,2,Under Construction,6699000,Pammal,Chennai
1155,3,2,Under Construction,6699000,Pammal,Chennai
1116,3,3,Ready to move,6696000,Medavakkam,Chennai
1405,3,2,Ready to move,6681000,Tiruvottiyur,Chennai
1027,2,1,Ready to move,6670000,Karapakkam,Chennai
1025,2,1,Under Construction,6661000,Koyambedu,Chennai
1189,3,3,Ready to move,6658000,Rajakilpakkam,Chennai
1024,2,1,Ready to move,6650000,Karapakkam,Chennai
923,2,2,Under Construction,6644000,Porur,Chennai
923,2,2,Under Construction,6644000,Porur,Chennai
1021,2,1,Ready to move,6636000,Kolathur,Chennai
1395,3,2,Ready to move,6635000,Tiruvottiyur,Chennai
1394,3,2,Ready to move,6630000,Tiruvottiyur,Chennai
1390,3,2,Ready to move,6610000,Tiruvottiyur,Chennai
1180,3,3,Ready to move,6608000,tambaram west,Chennai
1216,3,2,Ready to move,6605000,Pammal,Chennai
1216,3,2,Ready to move,6605000,Pammal,Chennai
1366,3,2,Under Construction,6600000,Perungalathur,Chennai
950,2,2,Under Construction,6600000,Porur,Chennai
900,4,2,Furnished,6600000,Laxmi Nagar,Delhi
1198,2,1,Ready to move,6589000,Sholinganallur,Chennai
1381,3,2,Ready to move,6569000,Tiruvottiyur,Chennai
1010,2,1,Ready to move,6565000,Kolathur,Chennai
1380,3,2,Ready to move,6564000,Tiruvottiyur,Chennai
1238,3,3,Ready to move,6561000,Madambakkam,Chennai
1280,2,1,Under Construction,6545000,Sithalapakkam,Chennai
1285,2,1,Under Construction,6528000,Sholinganallur,Chennai
1002,2,2,Ready to move,6500000,Gowrivakkam,Chennai
919,2,2,Ready to move,6500000,Madipakkam,Chennai
1250,3,3,Ready to move,6500000,Perungalathur,Chennai
970,3,2,Semi-Furnished,6500000,"Balbir Nagar, Shahdara",Delhi
1750,3,3,Semi-Furnished,6500000,Chhattarpur Enclave Phase2,Delhi
650,2,2,Unfurnished,6500000,"Dilshad Colony, Dilshad Garden",Delhi
720,3,2,Semi-Furnished,6500000,"J R Designers Floors, Rohini Sector",Delhi
1000,3,2,Unfurnished,6500000,Laxmi Nagar,Delhi
1100,3,2,Unfurnished,6500000,Mahavir Enclave,Delhi
850,3,2,Semi-Furnished,6500000,Rohini Sector 23,Delhi
800,3,2,Semi-Furnished,6500000,Rohini Sector 25,Delhi
855,3,2,Semi-Furnished,6500000,"Savitri Nagar Village, Sheikh Sarai",Delhi
747,2,2,Furnished,6500000,"Yamuna Vihar, Shahdara",Delhi
900,2,2,Semi-Furnished,6500000,"Yamuna Vihar, Shahdara",Delhi
1117,3,3,Ready to move,6478000,Sembakkam,Chennai
1117,3,3,Ready to move,6478000,Sembakkam,Chennai
994,2,1,Ready to move,6461000,Kolathur,Chennai
1700,3,3,Under Construction,6460000,Thaiyur,Chennai
1700,3,3,Under Construction,6460000,Thaiyur,Chennai
1244,3,3,Under Construction,6459000,Perumbakkam,Chennai
1244,3,3,Under Construction,6459000,Perumbakkam,Chennai
1244,3,3,Under Construction,6459000,Perumbakkam,Chennai
1270,2,2,Under Construction,6452000,Sholinganallur,Chennai
1269,2,1,Under Construction,6447000,Sholinganallur,Chennai
1171,2,1,Ready to move,6440000,Sholinganallur,Chennai
1737,3,2,Ready to move,6425000,Siruseri,Chennai
1310,3,2,Under Construction,6417000,Madhavaram,Chennai
1310,3,2,Under Construction,6417000,Madhavaram,Chennai
1310,3,2,Under Construction,6417000,Madhavaram,Chennai
1310,3,2,Under Construction,6417000,Madhavaram,Chennai
1250,3,2,Under Construction,6408000,Sithalapakkam,Chennai
1164,2,1,Under Construction,6402000,Mugalivakkam,Chennai
1246,3,3,Under Construction,6402000,Perumbakkam,Chennai
1246,3,3,Under Construction,6402000,Perumbakkam,Chennai
1254,2,2,Ready to move,6400000,Medavakkam,Chennai
1238,3,2,Ready to move,6400000,Perumbakkam,Chennai
959,2,2,Under Construction,6400000,Porur,Chennai
750,1,2,Semi-Furnished,6400000,"Yamuna Vihar, Shahdara",Delhi
984,2,1,Ready to move,6396000,Kolathur,Chennai
1259,2,2,Under Construction,6396000,Sholinganallur,Chennai
983,2,1,Ready to move,6389000,Kolathur,Chennai
1343,3,2,Ready to move,6388000,Chromepet,Chennai
1303,3,2,Under Construction,6383000,Madhavaram,Chennai
1303,3,2,Under Construction,6383000,Madhavaram,Chennai
1303,3,2,Under Construction,6383000,Madhavaram,Chennai
