price,area,status,bhk,location,bath,City
16500000,2210,Ready to move,4,other,3,Chennai
2325000,611,Ready to move,1,other,2,Chennai
5300000,1022,Ready to move,2,other,2,Chennai
9000000,1000,Ready to move,3,other,3,Chennai
4700000,509,Ready to move,1,other,1,Chennai
5290000,804,Ready to move,2,other,2,Chennai
8200000,960,Ready to move,2,other,2,Chennai
7780000,890,Ready to move,2,other,2,Chennai
5600000,1000,Ready to move,2,other,2,Chennai
4697000,854,Ready to move,2,other,1,Chennai
5263000,957,Ready to move,2,other,1,Chennai
5170000,940,Ready to move,2,other,2,Chennai
4807000,874,Ready to move,2,other,1,Chennai
4708000,856,Ready to move,2,other,1,Chennai
5379000,978,Ready to move,2,other,1,Chennai
5478000,996,Ready to move,2,other,1,Chennai
15000000,1750,Ready to move,2,other,1,Chennai
3636000,627,Ready to move,1,other,1,Chennai
5521000,952,Ready to move,2,other,2,Chennai
6432000,960,Ready to move,2,other,2,Chennai
13800000,1340,Under Construction,3,other,2,Chennai
12100000,1175,Under Construction,3,other,2,Chennai
14100000,1375,Under Construction,3,other,2,Chennai
15900000,1550,Under Construction,3,other,2,Chennai
16000000,1555,Under Construction,3,other,2,Chennai
15700000,1525,Under Construction,3,other,2,Chennai
14600000,1425,Under Construction,3,other,2,Chennai
16000000,1560,Under Construction,3,other,2,Chennai
5870000,997,Ready to move,2,other,1,Chennai
5600000,920,Ready to move,2,other,2,Chennai
4934000,771,Ready to move,2,other,1,Chennai
4537000,709,Ready to move,2,other,1,Chennai
10000000,1343,Ready to move,2,other,1,Chennai
4950000,947,Ready to move,2,other,2,Chennai
5950000,700,Ready to move,2,other,2,Chennai
5950000,700,Ready to move,2,other,2,Chennai
5900000,759,Ready to move,2,other,2,Chennai
3900000,750,Ready to move,2,other,2,Chennai
3900000,750,Ready to move,2,other,2,Chennai
7860000,779,Under Construction,2,other,2,Chennai
4200000,520,Ready to move,1,other,1,Chennai
8200000,1000,Ready to move,2,other,2,Chennai
3700000,677,Ready to move,2,other,1,Chennai
3500000,620,Ready to move,1,other,1,Chennai
10500000,1385,Ready to move,3,other,2,Chennai
10500000,1385,Ready to move,3,other,3,Chennai
6362000,823,Under Construction,2,other,2,Chennai
6362000,823,Under Construction,2,other,2,Chennai
6490000,823,Under Construction,2,other,2,Chennai
7900000,894,Ready to move,2,other,2,Chennai
4977000,905,Under Construction,2,other,1,Chennai
4977000,905,Under Construction,2,other,1,Chennai
5200000,780,Ready to move,2,other,2,Chennai
1671000,490,Ready to move,1,other,1,Chennai
3500000,620,Ready to move,1,other,1,Chennai
3500000,620,Ready to move,1,other,1,Chennai
4158000,990,Ready to move,1,other,2,Chennai
7263000,1243,Ready to move,1,other,1,Chennai
3600000,800,Under Construction,1,other,2,Chennai
3500000,620,Ready to move,1,other,1,Chennai
26000000,3485,Ready to move,5,other,5,Chennai
2200000,420,Ready to move,1,other,2,Chennai
5900000,900,Ready to move,3,other,2,Chennai
4250000,818,Under Construction,2,other,2,Chennai
4250000,818,Under Construction,2,other,2,Chennai
4850000,818,Under Construction,2,other,2,Chennai
5750000,922,Ready to move,2,other,2,Chennai
8700000,1015,Under Construction,2,other,2,Chennai
5405000,932,Ready to move,2,other,2,Chennai
5196000,896,Ready to move,2,other,2,Chennai
5845000,759,Ready to move,2,other,2,Chennai
2900000,650,Ready to move,1,other,1,Chennai
43000000,6700,Ready to move,4,other,4,Chennai
24000000,3700,Ready to move,3,other,3,Chennai
12000000,1400,Ready to move,3,other,3,Chennai
11000000,1300,Ready to move,3,other,3,Chennai
10800000,1065,Ready to move,2,other,2,Chennai
5300000,1000,Ready to move,2,other,3,Chennai
3600000,900,Ready to move,1,other,2,Chennai
5400000,1050,Ready to move,2,other,2,Chennai
4800000,1126,Ready to move,1,other,2,Chennai
7800000,954,Ready to move,2,other,2,Chennai
5300000,804,Ready to move,2,other,2,Chennai
4200000,509,Ready to move,1,other,1,Chennai
7650000,1275,Ready to move,3,other,3,Chennai
6996000,1166,Ready to move,3,other,3,Chennai
6000000,1000,Ready to move,2,other,2,Chennai
4200000,700,Ready to move,1,other,1,Chennai
4974000,829,Ready to move,2,other,2,Chennai
12400000,1537,Ready to move,3,other,2,Chennai
11700000,1455,Ready to move,3,other,3,Chennai
12300000,1530,Ready to move,3,other,3,Chennai
5106000,690,Ready to move,2,other,2,Chennai
9120000,1200,Ready to move,3,other,3,Chennai
5550000,750,Ready to move,2,other,2,Chennai
8810000,881,Ready to move,2,other,2,Chennai
8700000,870,Ready to move,2,other,2,Chennai
2900000,576,Ready to move,1,other,1,Chennai
2000000,570,Under Construction,1,other,1,Chennai
4800000,832,Ready to move,2,other,2,Chennai
2300000,620,Under Construction,1,other,1,Chennai
2950000,623,Ready to move,1,other,1,Chennai
4950000,900,Under Construction,2,other,1,Chennai
5115000,930,Under Construction,2,other,1,Chennai
6570000,1096,Under Construction,3,other,2,Chennai
6200000,1020,Under Construction,2,other,2,Chennai
4500000,700,Under Construction,2,other,2,Chennai
4500000,800,Under Construction,2,other,2,Chennai
17000000,1750,Ready to move,4,other,3,Chennai
10800000,1065,Ready to move,2,other,2,Chennai
10800000,1065,Ready to move,2,other,2,Chennai
4200000,800,Under Construction,2,other,2,Chennai
9500000,1250,Ready to move,3,other,3,Chennai
9500000,1800,Ready to move,3,tambaram west,3,Chennai
9000000,1700,Ready to move,3,tambaram west,3,Chennai
8500000,1621,Ready to move,3,tambaram west,3,Chennai
6608000,1180,Ready to move,3,tambaram west,3,Chennai
5712000,1020,Ready to move,2,tambaram west,2,Chennai
5208000,930,Ready to move,2,tambaram west,2,Chennai
5040000,900,Ready to move,2,tambaram west,2,Chennai
